timestamp,frame,label,cx,cy,x1,y1,x2,y2,source
20:42:13.859,15,litter_colour,68,811,0,767,136,856,COLOR_SEC
20:42:13.859,15,litter_colour,1277,737,1235,697,1320,778,COLOR_SEC
20:42:13.859,15,litter_colour,1421,611,1374,593,1468,629,COLOR_SEC
20:42:13.859,15,litter_colour,660,441,591,410,729,473,COLOR_SEC
20:42:13.859,15,litter_colour,1594,364,1494,324,1695,404,COLOR_SEC
20:42:13.859,15,litter_colour,225,396,94,324,357,468,COLOR_SEC
20:42:13.902,16,litter_colour,67,807,0,767,135,847,COLOR_SEC
20:42:13.902,16,litter_colour,1277,738,1235,697,1320,779,COLOR_SEC
20:42:13.902,16,litter_colour,1421,611,1375,593,1468,629,COLOR_SEC
20:42:13.902,16,litter_colour,659,441,591,410,728,473,COLOR_SEC
20:42:13.902,16,litter_colour,1594,363,1494,324,1695,403,COLOR_SEC
20:42:13.902,16,litter_colour,223,396,92,324,355,468,COLOR_SEC
20:42:13.944,17,litter_colour,66,807,0,768,133,847,COLOR_SEC
20:42:13.944,17,litter_colour,1277,738,1235,697,1320,779,COLOR_SEC
20:42:13.944,17,litter_colour,1421,611,1374,593,1468,629,COLOR_SEC
20:42:13.944,17,litter_colour,659,441,590,410,728,473,COLOR_SEC
20:42:13.944,17,litter_colour,1594,363,1494,324,1694,403,COLOR_SEC
20:42:13.944,17,litter_colour,223,396,92,324,354,469,COLOR_SEC
20:42:13.983,18,litter_colour,65,806,0,768,130,844,COLOR_SEC
20:42:13.983,18,litter_colour,1277,738,1235,697,1320,780,COLOR_SEC
20:42:13.983,18,litter_colour,1420,611,1373,593,1468,629,COLOR_SEC
20:42:13.983,18,litter_colour,451,541,405,479,497,604,COLOR_SEC
20:42:13.983,18,litter_colour,323,564,230,472,416,657,COLOR_SEC
20:42:13.983,18,litter_colour,659,441,590,410,728,473,COLOR_SEC
20:42:13.983,18,litter_colour,1593,363,1493,324,1694,403,COLOR_SEC
20:42:13.983,18,litter_colour,222,396,91,324,353,469,COLOR_SEC
20:42:14.024,19,litter_colour,64,806,0,768,129,845,COLOR_SEC
20:42:14.024,19,litter_colour,1276,739,1233,697,1320,781,COLOR_SEC
20:42:14.024,19,litter_colour,1421,611,1374,593,1468,629,COLOR_SEC
20:42:14.024,19,litter_colour,450,542,404,479,496,605,COLOR_SEC
20:42:14.024,19,litter_colour,322,564,229,472,415,657,COLOR_SEC
20:42:14.024,19,litter_colour,658,441,589,410,728,472,COLOR_SEC
20:42:14.024,19,litter_colour,1593,363,1493,324,1694,403,COLOR_SEC
20:42:14.024,19,litter_colour,221,394,90,324,352,465,COLOR_SEC
20:42:14.064,20,litter_colour,63,808,0,768,127,849,COLOR_SEC
20:42:14.064,20,litter_colour,1276,739,1233,697,1319,782,COLOR_SEC
20:42:14.064,20,litter_colour,1430,614,1374,593,1486,635,COLOR_SEC
20:42:14.064,20,litter_colour,449,541,403,479,495,604,COLOR_SEC
20:42:14.064,20,litter_colour,321,564,228,472,414,656,COLOR_SEC
20:42:14.064,20,litter_colour,658,441,589,410,727,472,COLOR_SEC
20:42:14.064,20,litter_colour,1593,363,1493,324,1693,403,COLOR_SEC
20:42:14.064,20,litter_colour,220,397,89,324,351,470,COLOR_SEC
20:42:14.105,21,litter_colour,62,808,0,769,124,847,COLOR_SEC
20:42:14.105,21,litter_colour,1277,740,1234,698,1320,782,COLOR_SEC
20:42:14.105,21,litter_colour,1420,610,1373,592,1467,629,COLOR_SEC
20:42:14.105,21,litter_colour,448,541,402,478,494,604,COLOR_SEC
20:42:14.105,21,litter_colour,657,440,588,409,726,472,COLOR_SEC
20:42:14.105,21,litter_colour,1593,363,1493,324,1693,402,COLOR_SEC
20:42:14.105,21,litter_colour,218,397,87,324,350,470,COLOR_SEC
20:42:14.145,22,litter_colour,61,808,0,769,123,848,COLOR_SEC
20:42:14.145,22,litter_colour,1276,740,1233,698,1319,782,COLOR_SEC
20:42:14.145,22,litter_colour,1429,614,1373,593,1486,635,COLOR_SEC
20:42:14.145,22,litter_colour,447,541,401,478,494,604,COLOR_SEC
20:42:14.145,22,litter_colour,657,440,588,409,726,472,COLOR_SEC
20:42:14.145,22,litter_colour,1592,363,1492,324,1693,402,COLOR_SEC
20:42:14.145,22,litter_colour,217,395,86,324,348,466,COLOR_SEC
20:42:14.183,23,litter_colour,60,809,0,770,121,848,COLOR_SEC
20:42:14.183,23,litter_colour,1275,740,1232,698,1319,783,COLOR_SEC
20:42:14.183,23,litter_colour,1421,612,1372,593,1470,631,COLOR_SEC
20:42:14.183,23,litter_colour,446,542,399,478,493,607,COLOR_SEC
20:42:14.183,23,litter_colour,656,440,587,409,726,472,COLOR_SEC
20:42:14.183,23,litter_colour,1592,363,1492,324,1692,402,COLOR_SEC
20:42:14.184,23,litter_colour,215,395,84,324,347,467,COLOR_SEC
20:42:14.224,24,litter_colour,64,807,0,770,129,845,COLOR_SEC
20:42:14.224,24,litter_colour,1275,741,1232,698,1318,784,COLOR_SEC
20:42:14.224,24,litter_colour,1429,614,1372,593,1486,635,COLOR_SEC
20:42:14.224,24,litter_colour,24,571,0,498,49,645,COLOR_SEC
20:42:14.224,24,litter_colour,445,542,398,478,492,607,COLOR_SEC
20:42:14.224,24,litter_colour,655,440,586,409,725,472,COLOR_SEC
20:42:14.224,24,litter_colour,1592,363,1492,324,1692,402,COLOR_SEC
20:42:14.224,24,litter_colour,214,396,82,324,346,468,COLOR_SEC
20:42:14.264,25,litter_colour,59,802,0,770,118,834,COLOR_SEC
20:42:14.264,25,litter_colour,1274,742,1231,699,1318,785,COLOR_SEC
20:42:14.264,25,litter_colour,1428,614,1372,593,1485,635,COLOR_SEC
20:42:14.264,25,litter_colour,23,572,0,499,47,646,COLOR_SEC
20:42:14.264,25,litter_colour,444,542,397,478,491,607,COLOR_SEC
20:42:14.264,25,litter_colour,1293,497,1242,477,1344,517,COLOR_SEC
20:42:14.264,25,litter_colour,655,440,586,408,725,472,COLOR_SEC
20:42:14.264,25,litter_colour,1591,363,1491,324,1691,402,COLOR_SEC
20:42:14.264,25,litter_colour,213,397,81,324,345,470,COLOR_SEC
20:42:14.305,26,litter_colour,58,801,0,769,116,834,COLOR_SEC
20:42:14.305,26,litter_colour,1278,742,1230,699,1327,785,COLOR_SEC
20:42:14.305,26,litter_colour,1428,615,1371,593,1486,637,COLOR_SEC
20:42:14.305,26,litter_colour,23,572,0,499,46,646,COLOR_SEC
20:42:14.305,26,litter_colour,443,542,396,478,490,607,COLOR_SEC
20:42:14.305,26,litter_colour,1282,497,1240,477,1325,517,COLOR_SEC
20:42:14.305,26,litter_colour,654,440,585,409,724,472,COLOR_SEC
20:42:14.305,26,litter_colour,1591,363,1491,324,1691,402,COLOR_SEC
20:42:14.305,26,litter_colour,211,395,80,324,343,466,COLOR_SEC
20:42:14.346,27,litter_colour,56,801,0,772,113,831,COLOR_SEC
20:42:14.346,27,litter_colour,1278,743,1231,700,1326,786,COLOR_SEC
20:42:14.346,27,litter_colour,1427,615,1370,593,1485,637,COLOR_SEC
20:42:14.346,27,litter_colour,22,572,0,499,44,646,COLOR_SEC
20:42:14.346,27,litter_colour,441,542,394,478,489,607,COLOR_SEC
20:42:14.346,27,litter_colour,1282,497,1240,477,1324,517,COLOR_SEC
20:42:14.346,27,litter_colour,654,440,585,409,723,471,COLOR_SEC
20:42:14.346,27,litter_colour,1590,363,1490,324,1690,402,COLOR_SEC
20:42:14.346,27,litter_colour,210,396,79,324,342,468,COLOR_SEC
20:42:14.386,28,litter_colour,56,803,0,770,112,836,COLOR_SEC
20:42:14.386,28,litter_colour,1278,743,1229,700,1327,786,COLOR_SEC
20:42:14.387,28,litter_colour,1427,615,1371,593,1484,637,COLOR_SEC
20:42:14.387,28,litter_colour,21,572,0,499,42,646,COLOR_SEC
20:42:14.387,28,litter_colour,440,542,393,478,488,607,COLOR_SEC
20:42:14.387,28,litter_colour,1281,497,1239,477,1324,517,COLOR_SEC
20:42:14.387,28,litter_colour,1590,363,1490,324,1690,402,COLOR_SEC
20:42:14.387,28,litter_colour,208,397,77,324,340,470,COLOR_SEC
20:42:14.427,29,litter_colour,54,805,0,773,109,837,COLOR_SEC
20:42:14.427,29,litter_colour,1272,744,1229,701,1316,788,COLOR_SEC
20:42:14.427,29,litter_colour,1426,615,1369,593,1484,638,COLOR_SEC
20:42:14.427,29,litter_colour,20,573,0,499,41,647,COLOR_SEC
20:42:14.427,29,litter_colour,1589,362,1489,324,1689,401,COLOR_SEC
20:42:14.427,29,litter_colour,207,395,76,324,339,467,COLOR_SEC
20:42:14.465,30,litter_colour,54,800,0,774,108,827,COLOR_SEC
20:42:14.465,30,litter_colour,1272,744,1229,701,1315,788,COLOR_SEC
20:42:14.465,30,litter_colour,1426,615,1369,593,1484,637,COLOR_SEC
20:42:14.465,30,litter_colour,19,573,0,499,39,647,COLOR_SEC
20:42:14.465,30,litter_colour,1589,362,1489,324,1689,401,COLOR_SEC
20:42:14.465,30,litter_colour,206,397,75,324,337,470,COLOR_SEC
20:42:14.504,31,litter_colour,53,811,0,774,107,849,COLOR_SEC
20:42:14.504,31,litter_colour,1276,745,1227,701,1326,789,COLOR_SEC
20:42:14.504,31,litter_colour,1426,615,1369,593,1483,637,COLOR_SEC
20:42:14.504,31,litter_colour,18,573,0,499,37,647,COLOR_SEC
20:42:14.504,31,litter_colour,1588,362,1488,324,1688,401,COLOR_SEC
20:42:14.504,31,litter_colour,204,397,73,324,336,470,COLOR_SEC
20:42:14.545,32,litter_colour,51,801,0,774,103,828,COLOR_SEC
20:42:14.545,32,litter_colour,1270,745,1227,701,1314,789,COLOR_SEC
20:42:14.545,32,litter_colour,1424,614,1366,592,1483,636,COLOR_SEC
20:42:14.545,32,litter_colour,18,573,0,499,36,647,COLOR_SEC
20:42:14.545,32,litter_colour,1587,362,1488,324,1687,401,COLOR_SEC
20:42:14.545,32,litter_colour,202,396,71,324,334,468,COLOR_SEC
20:42:14.585,33,litter_colour,50,801,0,774,100,828,COLOR_SEC
20:42:14.585,33,litter_colour,1276,745,1227,701,1325,790,COLOR_SEC
20:42:14.585,33,litter_colour,1422,614,1363,592,1482,637,COLOR_SEC
20:42:14.585,33,litter_colour,17,573,0,499,34,647,COLOR_SEC
20:42:14.585,33,litter_colour,1585,362,1487,324,1684,401,COLOR_SEC
20:42:14.585,33,litter_colour,200,397,68,324,333,470,COLOR_SEC
20:42:14.626,34,litter_colour,49,802,0,775,99,829,COLOR_SEC
20:42:14.626,34,litter_colour,1274,746,1226,702,1323,790,COLOR_SEC
20:42:14.626,34,litter_colour,1424,615,1367,593,1482,638,COLOR_SEC
20:42:14.626,34,litter_colour,122,601,37,566,207,636,COLOR_SEC
20:42:14.626,34,litter_colour,16,572,0,498,32,647,COLOR_SEC
20:42:14.626,34,litter_colour,1586,362,1487,324,1686,401,COLOR_SEC
20:42:14.666,35,litter_colour,52,801,0,773,105,829,COLOR_SEC
20:42:14.666,35,litter_colour,1273,746,1225,702,1321,791,COLOR_SEC
20:42:14.666,35,litter_colour,1424,615,1367,592,1481,638,COLOR_SEC
20:42:14.666,35,litter_colour,120,601,35,567,205,636,COLOR_SEC
20:42:14.666,35,litter_colour,15,573,0,498,30,648,COLOR_SEC
20:42:14.666,35,litter_colour,300,565,206,471,395,660,COLOR_SEC
20:42:14.666,35,litter_colour,1585,362,1486,324,1685,401,COLOR_SEC
20:42:14.706,36,litter_colour,47,801,0,773,94,829,COLOR_SEC
20:42:14.706,36,litter_colour,1273,746,1224,702,1322,791,COLOR_SEC
20:42:14.706,36,litter_colour,1423,615,1366,593,1481,638,COLOR_SEC
20:42:14.706,36,litter_colour,14,573,0,498,28,648,COLOR_SEC
20:42:14.706,36,litter_colour,299,565,204,471,394,660,COLOR_SEC
20:42:14.706,36,litter_colour,1584,362,1485,324,1684,401,COLOR_SEC
20:42:14.746,37,litter_colour,1267,746,1223,702,1311,791,COLOR_SEC
20:42:14.746,37,litter_colour,1423,615,1366,592,1480,638,COLOR_SEC
20:42:14.746,37,litter_colour,13,573,0,498,26,648,COLOR_SEC
20:42:14.746,37,litter_colour,297,565,202,471,393,660,COLOR_SEC
20:42:14.746,37,litter_colour,1584,362,1485,324,1684,401,COLOR_SEC
20:42:14.786,38,litter_colour,45,805,0,774,90,836,COLOR_SEC
20:42:14.786,38,litter_colour,1272,746,1223,702,1321,791,COLOR_SEC
20:42:14.786,38,litter_colour,1423,615,1366,592,1480,638,COLOR_SEC
20:42:14.786,38,litter_colour,12,573,0,498,24,648,COLOR_SEC
20:42:14.786,38,litter_colour,296,565,201,471,391,660,COLOR_SEC
20:42:14.786,38,litter_colour,1583,362,1484,324,1682,400,COLOR_SEC
20:42:14.827,39,litter_colour,48,802,0,774,96,830,COLOR_SEC
20:42:14.827,39,litter_colour,1271,747,1222,702,1321,792,COLOR_SEC
20:42:14.827,39,litter_colour,1421,615,1364,592,1479,638,COLOR_SEC
20:42:14.827,39,litter_colour,11,577,0,506,23,648,COLOR_SEC
20:42:14.827,39,litter_colour,294,565,199,471,390,660,COLOR_SEC
20:42:14.827,39,litter_colour,1582,362,1483,324,1681,400,COLOR_SEC
20:42:14.867,40,litter_colour,47,805,0,774,94,837,COLOR_SEC
20:42:14.867,40,litter_colour,1271,747,1222,702,1320,792,COLOR_SEC
20:42:14.867,40,litter_colour,1421,615,1364,592,1478,638,COLOR_SEC
20:42:14.867,40,litter_colour,10,584,0,520,21,648,COLOR_SEC
20:42:14.867,40,litter_colour,293,566,198,471,389,661,COLOR_SEC
20:42:14.867,40,litter_colour,1582,362,1483,324,1681,400,COLOR_SEC
20:42:14.908,41,litter_colour,46,801,0,775,92,827,COLOR_SEC
20:42:14.908,41,litter_colour,1265,747,1221,702,1309,792,COLOR_SEC
20:42:14.908,41,litter_colour,1421,614,1364,592,1478,636,COLOR_SEC
20:42:14.908,41,litter_colour,9,590,0,533,19,648,COLOR_SEC
20:42:14.908,41,litter_colour,291,560,196,461,387,660,COLOR_SEC
20:42:14.908,41,litter_colour,1581,362,1482,324,1680,400,COLOR_SEC
20:42:14.947,42,litter_colour,45,800,0,775,90,826,COLOR_SEC
20:42:14.947,42,litter_colour,1268,747,1218,702,1319,793,COLOR_SEC
20:42:14.947,42,litter_colour,1410,611,1363,592,1457,630,COLOR_SEC
20:42:14.947,42,litter_colour,290,565,194,470,386,661,COLOR_SEC
20:42:14.947,42,litter_colour,644,438,573,406,715,470,COLOR_SEC
20:42:14.947,42,litter_colour,1580,362,1481,324,1679,400,COLOR_SEC
20:42:14.988,43,litter_colour,44,804,0,776,88,832,COLOR_SEC
20:42:14.988,43,litter_colour,1268,747,1218,702,1318,793,COLOR_SEC
20:42:14.988,43,litter_colour,1419,615,1362,592,1476,638,COLOR_SEC
20:42:14.988,43,litter_colour,423,542,373,477,473,608,COLOR_SEC
20:42:14.988,43,litter_colour,289,565,193,470,385,661,COLOR_SEC
20:42:14.988,43,litter_colour,642,438,572,406,713,470,COLOR_SEC
20:42:14.988,43,litter_colour,1579,362,1480,324,1678,400,COLOR_SEC
